Rahmanullah Gurbaz, Right hand Bat, Wicketkeeper, Wicketkeeper Batter, Afghanistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383237.png)"
Hiri Hiri, Right hand Bat, Right arm Offbreak, Middle order Batter, Papua New Guinea,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321144.png)"
Kushal Bhurtel, Right hand Bat, Legbreak Googly, Opening Batter, Nepal,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/330400/330443.png)"
Chad Aiwati Soper, Right hand Bat, Right arm Medium fast, Bowler, Papua New Guinea,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321137.png)"
Milind Kumar, Right hand Bat, Right arm Offbreak, Allrounder, United States of America,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383211.png)"
Iftikhar Ahmed, Right hand Bat, Right arm Offbreak, Middle order Batter, Pakistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322153.png)"
Saim Ayub, Left hand Bat, Right arm Medium fast, Top order Batter, Pakistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/326400/326498.png)"
Curtis Campher, Right hand Bat, Right arm Medium fast, Allrounder, Ireland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321300/321343.png)"
Romario Shepherd, Right hand Bat, Right arm Fast medium, Bowling Allrounder, West Indies,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322037.png)"
Jofra Chioke Archer, Right hand Bat, Right arm Fast, Bowler, England,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383146.png)"
Andrew Balbirnie, Right hand Bat, Right arm Offbreak, Occasional Wicketkeeper, Ireland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316637.png)"
Lorcan John Tucker, Right hand Bat, Wicketkeeper, Wicketkeeper Batter, Ireland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339164.png)"
Najibullah Zadran, Left hand Bat, Right arm Offbreak, Middle order Batter, Afghanistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383226.png)"
Johannes Jonathan Smit, Right hand Bat, Left arm Medium fast, Bowling Allrounder, Namibia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329762.png)"
Akeal Jerome Hosein, Left hand Bat, Slow Left arm Orthodox, Bowler, West Indies,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321939.png)"
Alei Nao, Right hand Bat, Right arm Medium, Bowler, Papua New Guinea,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321135.png)"
Robinson Obuya, Right hand Bat, Batter, , Uganda,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381674.3.jpg)"
Pinnaduwage Wanindu Hasaranga de Silva, Right hand Bat, Legbreak, Allrounder, Sri Lanka,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322946.png)"
Gulshan Kumar Jha, Left hand Bat, Right arm Medium, Bowler, Nepal,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/330400/330440.png)"
Bas de Leede, Right hand Bat, Right arm Fast medium, Batting Allrounder, Netherlands,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322637.png)"
Usman Khan, Right hand Bat, Right arm Offbreak, Top order Batter, Pakistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/382000/382035.2.jpg)"
Syed Imad Wasim, Left hand Bat, Slow Left arm Orthodox, Allrounder, Pakistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320400/320451.png)"
Norman Vanua, Right hand Bat, Right arm Medium, Bowler, Papua New Guinea,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321154.png)"
Kenneth Waiswa, Right hand Bat, Right arm Medium,, Uganda,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/275800/275803.1.jpg)"
Dilpreet Singh Bajwa, Right hand Bat, Right arm Offbreak, Allrounder, Canada,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381797.1.jpg)"
Karan Khatri Chhetri, Right hand Bat, Right arm Fast, Allrounder, Nepal,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/330400/330442.png)"
Muhammad Abbas Afridi, Right hand Bat, Right arm Medium fast, Bowler, Pakistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322158.png)"
Fazalhaq Farooqi, Right hand Bat, Left arm Fast medium, Bowler, Afghanistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383236.png), "
Arshdeep Singh, Left hand Bat, Left arm Medium fast, Bowler, India,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322178.png), "
Jasprit Jasbirsingh Bumrah, Right hand Bat, Right arm Fast, Bowler, India,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319940.png), "
Anrich Arno Nortje, Right hand Bat, Right arm Fast, Bowler, South Africa,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322080.png), "
Rashid Khan Arman, Right hand Bat, Legbreak Googly, Bowling Allrounder, Afghanistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383228.png), "
Mohammad Rishad Hossain, Right hand Bat, Legbreak Googly, Bowler, Bangladesh,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/382800/382809.png), "
Naveen-ul-Haq Murid, Right hand Bat, Right arm Medium fast, Bowler, Afghanistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383238.png), "
Alzarri Shaheim Joseph, Right hand Bat, Right arm Fast, Bowler, West Indies,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321943.png), "
Adam Zampa, Right hand Bat, Legbreak Googly, Bowler, Australia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321549.png), "
Kagiso Rabada, Left hand Bat, Right arm Fast, Right arm Fast, South Africa,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320376.png), "
Tabraiz Shamsi, Right hand Bat, Left arm Wrist spin, Bowler, South Africa,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322068.png), "
Andre Dwayne Russell, Right hand Bat, Right arm Fast, Allrounder, West Indies,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316615.png), "
Tanzim Hasan Sakib, Right hand Bat, Right arm Fast medium, Bowler, Bangladesh,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/382800/382811.png), "
Keshav Athmanand Maharaj, Right hand Bat, Slow Left arm Orthodox, Bowler, South Africa,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322072.png), "
Hardik Himanshu Pandya, Right hand Bat, Right arm Medium fast, Allrounder, India,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319938.png), "
Christopher James Jordan, Right hand Bat, Right arm Fast medium,, England,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383144.png), "
Kuldeep Yadav, Left hand Bat, Left arm Wrist spin, Bowler, India,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319943.png), "
Marcus Peter Stoinis, Right hand Bat, Right arm Medium, Batting Allrounder, Australia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321596.png), "
Adil Usman Rashid, Right hand Bat, Legbreak,, England,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383151.png), "
Jofra Chioke Archer, Right hand Bat, Right arm Fast, Bowler, England,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383146.png), "
Trent Alexander Boult, Right hand Bat, Left arm Fast medium, Bowler, New Zealand,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383185.png), "
Akeal Jerome Hosein, Left hand Bat, Slow Left arm Orthodox, Bowler, West Indies,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321900/321939.png), "
Patrick James Cummins, Right hand Bat, Right arm Fast,, Australia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316692.png), "
Axar Rajeshbhai Patel, Left hand Bat, Slow Left arm Orthodox,, India,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331164.png), "
Ilandari Dewage Nuwan Thushara, Right hand Bat, Right arm Medium fast, Bowler, Sri Lanka,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/343400/343442.gif), "
Taskin Ahmed, Left hand Bat, Right arm Fast,, Bangladesh,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316700/316703.png), "
Mustafizur Rahman, Left hand Bat, Left arm Fast medium, Bowler, Bangladesh,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319734.png), "
Gudakesh Motie, Left hand Bat, Slow Left arm Orthodox,, West Indies,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/326100/326127.png), "
Timothy Grant Southee, Right hand Bat, Right arm Medium fast, Bowler, New Zealand,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383184.png), "
Gulbadin Naib, Right hand Bat, Right arm Medium fast,, Afghanistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383231.png), "
Lachlan Hammond Ferguson, Right hand Bat, Right arm Fast,, New Zealand,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383174.png), "
Mohammad Amir, Left hand Bat, Left arm Fast medium,, Pakistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320400/320457.png), "
Roston Lamar Chase, Right hand Bat, Right arm Offbreak, Allrounder, West Indies,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322039.png), "
Haris Rauf, Right hand Bat, Right arm Fast, Bowler, Pakistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322202.png), "
Ruben Trumpelmann, Right hand Bat, Left arm Fast, Bowler, Namibia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348600/348607.png), "
Logan Verjus van Beek, Right hand Bat, Right arm Medium fast, Bowler, Netherlands,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331170.png), "
Marco Jansen, Right hand Bat, Left arm Medium fast, Bowling Allrounder, South Africa,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/337100/337189.png), "
Dipendra Singh Airee, Right hand Bat, Right arm Medium, Middle order Batter, Nepal,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/330400/330438.png), "
Mehran Khan, Right hand Bat, Right arm Medium fast, Batter, Oman,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321776.png), "
Pinnaduwage Wanindu Hasaranga de Silva, Right hand Bat, Legbreak, Allrounder, Sri Lanka,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322946.png), "
Ottneil Emile Graham Baartman, Right hand Bat, Right arm Medium fast, Bowler, South Africa,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381731.1.jpg), "
Saurabh Naresh Netravalkar, Right hand Bat, Left arm Fast medium, Bowler, United States of America,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383213.png), "
Dilon Heyliger, Right hand Bat, Right arm Medium, Bowler, Canada,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321263.png), "
Barry John McCarthy, Right hand Bat, Right arm Fast medium, Bowler, Ireland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319870.png), "
Brian Masaba, Right hand Bat, Right arm Fast medium, Bowler, Uganda,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/172900/172913.1.jpg), "
Naseem Shah, Right hand Bat, Right arm Fast, Bowler, Pakistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322223.png), "
David Wiese, Right hand Bat, Right arm Medium fast, Allrounder, Namibia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322079.png), "
Bradley Thomas James Wheal, Right hand Bat, Right arm Fast medium, Bowler, Scotland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322400/322436.png), "
Paul Adriaan van Meekeren, Right hand Bat, Right arm Fast medium, Bowler, Netherlands,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322644.png), "
Cosmas Kyewuta, Right hand Bat, Right arm Medium,, Uganda,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381673.4.jpg), "
Timothy James Gerard Pringle, Right hand Bat, Slow Left arm Orthodox, Allrounder, Netherlands,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381700/381733.4.jpg), "
Shaheen Shah Afridi, Left hand Bat, Left arm Fast, Bowler, Pakistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322250.png), "
Mitchell Aaron Starc, Left hand Bat, Left arm Fast, Bowler, Australia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316644.png), "
Kushal Bhurtel, Right hand Bat, Legbreak Googly, Opening Batter, Nepal,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/330400/330443.png), "
Alpesh Ravilal Ramjani, Left hand Bat, Slow Left arm Orthodox, Allrounder, Uganda,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381667.6.png), "
Alei Nao, Right hand Bat, Right arm Medium, Bowler, Papua New Guinea,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321135.png), "
Nathan Ellis, Right hand Bat, Right arm Fast medium, Bowler, Australia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329711.png), "
Mitchell Josef Santner, Left hand Bat, Slow Left arm Orthodox, Bowling Allrounder, New Zealand,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383180.png), "
Merwe Gerhard Erasmus, Right hand Bat, Right arm Offbreak, Allrounder, Namibia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329755.png), "
Safyaan Mohammed Sharif, Right hand Bat, Right arm Medium fast, Bowler, Scotland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316679.png), "
Bilal Khan, Left hand Bat, Left arm Medium fast, Bowler, Oman,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321700/321770.png), "
Harmeet Singh Baddhan, Left hand Bat, Slow Left arm Orthodox, Bowling Allrounder, United States of America,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/382800/382830.png), "
Josh Reginald Hazlewood, Left hand Bat, Right arm Fast medium, Bowler, Australia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316622.png), "
Sompal Kami, Right hand Bat, Right arm Fast medium, Bowling Allrounder, Nepal,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/330400/330477.png), "
Aryan Dutt, Right hand Bat, Right arm Offbreak, Bowler, Netherlands,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/368000/368048.png), "
Asadollah Vala, Left hand Bat, Right arm Offbreak, Batter, Papua New Guinea,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321136.png), "
Norman Vanua, Right hand Bat, Right arm Medium, Bowler, Papua New Guinea,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321100/321154.png), "
Syed Imad Wasim, Left hand Bat, Slow Left arm Orthodox, Allrounder, Pakistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320400/320451.png), "
Obed  Christopher McCoy, Left hand Bat, Left arm Fast medium, Bowler, West Indies,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322031.png), "
Matheesha Pathirana, Right hand Bat, Right arm Fast, Bowler, Sri Lanka,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/355400/355402.png), "
Bernard Martinus Scholtz, Right hand Bat, Slow Left arm Orthodox, Bowler, Namibia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329759.png), "
Moeen Munir Ali, Left hand Bat, Right arm Offbreak,, England,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383142.png), "
Mark Richard Adair, Right hand Bat, Right arm Fast medium,, Ireland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319800/319892.png), "
Jeremy Oliver Alster Gordon, Right hand Bat, Right arm Fast medium, Bowler, Canada,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321273.png), "
Vivian Jilling Kingma, Right hand Bat, Right arm Medium fast, Bowler, Netherlands,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/368000/368049.png), "
Liam Stephen Livingstone, Right hand Bat, Right arm Offbreak, Legbreak, England,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383152.png), "
Mohammad Nabi, Right hand Bat, Right arm Offbreak, Allrounder, Afghanistan,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383215.png), "
Nosthusha Pradeep Kenjige, Right hand Bat,,, United States of America,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383218.png), "
Mark Robert James Watt, Left hand Bat, Slow Left arm Orthodox, Bowler, Scotland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320300/320372.png), "
Glenn James Maxwell, Right hand Bat, Right arm Offbreak, Batting Allrounder, Australia,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316657.png), "
Mark Andrew Wood, Right hand Bat, Right arm Fast, Bowler, England,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383149.png), "
Samuel Matthew Curran, Left hand Bat, Left arm Medium fast, Allrounder, England,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383153.png), "
Bas de Leede, Right hand Bat, Right arm Fast medium, Batting Allrounder, Netherlands,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322637.png), "
Shakib Al Hasan, Left hand Bat, Slow Left arm Orthodox,, Bangladesh,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316581.png), "
Muhammad Ahsan Ali Khan, Right hand Bat, Right arm Fast medium, Bowler, United States of America,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383200/383217.png), "
Rachin Ravindra, Left hand Bat, Slow Left arm Orthodox, Batting Allrounder, New Zealand,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383182.png), "
Bradley James Currie, Right hand Bat, Left arm Medium, Bowler, Scotland,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381900/381999.1.jpg), "
Benjamin Charlie White, Right hand Bat, Legbreak, Bowler, Ireland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339163.png), "
Rohit Kumar Paudel, Right hand Bat, Right arm Offbreak, Batting Allrounder, Nepal,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/330400/330466.png), "
Madagamagamage Dasun Shanaka, Right hand Bat, Right arm Medium, Allrounder, Sri Lanka,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/328000/328058.png), "
Inderbir Singh Sodhi, Right hand Bat, Legbreak, Bowler, New Zealand,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383170.png), "
Christopher Nicholas Greaves, Right hand Bat,, Bowler, Scotland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329745.png), "
Craig Alexander Young, Right hand Bat, Right arm Fast medium, Bowler, Ireland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/367800/367859.png), "
Franco Nsubuga, Right hand Bat, Right arm Offbreak, Allrounder, Uganda,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/172900/172987.1.jpg), "
Kabua Vagi Morea, Right hand Bat, Left arm Medium, Bowler, Papua New Guinea,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329753.png), "
Sandeep Lamichhane, Right hand Bat, Legbreak Googly, Bowler, Nepal,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/330400/330467.png), "
Matthew James Henry, Right hand Bat, Right arm Fast medium, Bowler, New Zealand,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/383100/383178.png), "
Curtis Campher, Right hand Bat, Right arm Medium fast, Allrounder, Ireland,"(https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321300/321343.png), "
Semo Igo Kamea, Left hand Bat, Left arm Fast, Bowler, Papua New Guinea,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381677.2.jpg), "
Juma Miyagi, Right hand Bat, Right arm Medium fast,, Uganda,"(https://img1.hscicdn.com/image/upload/f_auto,t_h_100_2x/lsci/db/PICTURES/CMS/381600/381675.5.jpg), "
